vint_moyy,fico_bkt,fico_bkt_coupon
201610,580-620,0.15449110583267353
201610,620-660,0.14443659253042385
201610,660-700,0.1336551257253385
201610,700-740,0.12289558011049724
201610,740+,0.08080946291560102
201610,<540,0.1919625902012913
201611,540-580,0.16895556304787593
201611,580-620,0.15651219927095988
201611,620-660,0.15090472412549585
201611,660-700,0.14222208588957055
201611,700-740,0.12930048780487804
201611,740+,0.08820793036750484
201611,<540,0.19229216826265388
201612,540-580,0.17542460801393728
201612,580-620,0.16534244741873805
201612,620-660,0.15842872852233675
201612,660-700,0.14874684591520165
201612,700-740,0.1342479338842975
201612,740+,0.09098407894736842
201612,<540,0.19410760610395805
201701,540-580,0.18230198211091234
201701,580-620,0.172020953312832
201701,620-660,0.16308707802369776
201701,660-700,0.1513553292278541
201701,700-740,0.13561378968253968
201701,740+,0.09123728470111449
201701,<540,0.19881635132443737
201702,540-580,0.1931073868337076
201702,580-620,0.18004058352116203
201702,620-660,0.16789929481963656
201702,660-700,0.14945342465753425
201702,700-740,0.13880774058577405
201702,740+,0.09349860064585576
201702,<540,0.2104741191543882
201703,540-580,0.19099586432976307
201703,580-620,0.17950146198426936
201703,620-660,0.16909000310945274
201703,660-700,0.15340198055455528
201703,700-740,0.13773386709367494
201703,740+,0.09504381568310429
201703,<540,0.20724404902583135
201704,540-580,0.18867625829422235
201704,580-620,0.17712951616824701
201704,620-660,0.16515995004163198
201704,660-700,0.14532855677154582
201704,700-740,0.12738328488372094
201704,740+,0.07398514557338086
201704,<540,0.20490092661774517
201705,540-580,0.188057506497862
201705,580-620,0.17707333759590793
201705,620-660,0.1637728079517217
201705,660-700,0.14685005723006486
201705,700-740,0.132322954725973
201705,740+,0.08261790613718412
201705,<540,0.20432650602409638
201706,540-580,0.1896734422476587
201706,580-620,0.17842726798748698
201706,620-660,0.16632659480862294
201706,660-700,0.14550923787528866
201706,700-740,0.13206902002107482
201706,740+,0.08573783091374894
201706,<540,0.2046017155713884
201707,540-580,0.19016509096712417
201707,580-620,0.17892035984848484
201707,620-660,0.1676905982905983
201707,660-700,0.15128583934088569
201707,700-740,0.1325582504970179
201707,740+,0.09730751811594203
201707,<540,0.20470925712086221
201708,540-580,0.18965131453059597
201708,580-620,0.1794413539074166
201708,620-660,0.16812584784601284
201708,660-700,0.15131104620286775
201708,700-740,0.1400674636174636
201708,740+,0.09973393393393393
201708,<540,0.20526530445813698
201709,540-580,0.1888923018098394
201709,580-620,0.17708743149868955
201709,620-660,0.16544887276496503
201709,660-700,0.15181848989298455
201709,700-740,0.13302319018404907
201709,740+,0.10204092920353983
201709,<540,0.20320107388817554
201710,540-580,0.18519166666666667
201710,580-620,0.17667410322385352
201710,620-660,0.1658682455593643
201710,660-700,0.15005199189736665
201710,700-740,0.140895245398773
201710,740+,0.10627520661157025
201710,<540,0.20292551236749115
201711,540-580,0.18775128514540848
201711,580-620,0.17663070483086324
201711,620-660,0.16778423766265652
201711,660-700,0.15405883977900553
201711,700-740,0.13958366890380314
201711,740+,0.09927442084942084
201711,<540,0.2033066377102127
201712,540-580,0.18659497291666668
201712,580-620,0.17612231009568444
201712,620-660,0.1673758318345324
201712,660-700,0.153372643912379
201712,700-740,0.14134767801857587
201712,740+,0.0913468202764977
201712,<540,0.20426158193841704
201801,540-580,0.1890383025059666
201801,580-620,0.17824479501054755
201801,620-660,0.16800183801252272
201801,660-700,0.15528561936402469
201801,700-740,0.1352514259429623
201801,740+,0.08616191553544494
201801,<540,0.20610340374411854
201802,540-580,0.1931956022278951
201802,580-620,0.18062872017854395
201802,620-660,0.16847222907488987
201802,660-700,0.15081815759421394
201802,700-740,0.129007906295754
201802,740+,0.07675845314823995
201802,<540,0.21203152651626134
201803,540-580,0.18623476097448863
201803,580-620,0.17360331531129813
201803,620-660,0.16031556886227544
201803,660-700,0.14484921270349613
201803,700-740,0.12271797919762258
201803,740+,0.0745715569823435
201803,<540,0.20457711632987438
201804,540-580,0.1869231743798593
201804,580-620,0.17600735370748538
201804,620-660,0.16258654381290705
201804,660-700,0.14933297595841455
201804,700-740,0.12904059405940593
201804,740+,0.08085252613240418
201804,<540,0.20427806222421657
201805,540-580,0.1897415211488997
201805,580-620,0.1788327128485585
201805,620-660,0.16838738969541703
201805,660-700,0.15792808152701393
201805,700-740,0.13867833846153846
201805,740+,0.08991730870712401
201805,<540,0.2059348091317365
201806,540-580,0.19141587003554317
201806,580-620,0.18088591838193255
201806,620-660,0.16864193181818182
201806,660-700,0.1593532248157248
201806,700-740,0.14022877128953773
201806,740+,0.09217274305555555
201806,<540,0.20629338070189213
201807,540-580,0.1912797431572491
201807,580-620,0.18077839576022345
201807,620-660,0.16509777218376337
201807,660-700,0.1571416430594901
201807,700-740,0.14312151300236406
201807,740+,0.09234514285714286
201807,<540,0.20644734058485062
201808,540-580,0.18793562751871043
201808,580-620,0.17823444754872614
201808,620-660,0.16289641007107578
201808,660-700,0.1562436683551053
201808,700-740,0.13772952281069742
201808,740+,0.08746522911051212
201808,<540,0.2022622685431723
201809,540-580,0.18739510170056686
201809,580-620,0.17843174846387183
201809,620-660,0.1643583816254417
201809,660-700,0.15416248839368615
201809,700-740,0.14317658349328216
201809,740+,0.09873276877761415
201809,<540,0.20386246482588816
201810,540-580,0.18798128552653195
201810,580-620,0.17752984661136328
201810,620-660,0.166981142769136
201810,660-700,0.16127179851010998
201810,700-740,0.15111110266159694
201810,740+,0.11209468085106383
201810,<540,0.20289507967786155
201811,540-580,0.18656408348623854
201811,580-620,0.1760412860291624
201811,620-660,0.16111253483217225
201811,660-700,0.15399148321905448
201811,700-740,0.13990658189977562
201811,740+,0.10465526881720431
201811,<540,0.20291220156839965
201812,540-580,0.1867280720988572
201812,580-620,0.17580727115268036
201812,620-660,0.157500276420281
201812,660-700,0.14615891464699685
201812,700-740,0.13784726840855108
201812,740+,0.0955499524262607
201812,<540,0.2039616978375219
201901,540-580,0.19023294268537075
201901,580-620,0.17889841276062077
201901,620-660,0.1607889885664028
201901,660-700,0.1542266024518389
201901,700-740,0.141547100456621
201901,740+,0.09685768402154399
201901,<540,0.20684373200992553
201902,540-580,0.19161759450962348
201902,580-620,0.17918307468259898
201902,620-660,0.16133661799410032
201902,660-700,0.15435470970068516
201902,700-740,0.14414464594127807
201902,740+,0.09793744394618835
201902,<540,0.20876304917057206
201903,540-580,0.189204841325811
201903,580-620,0.17682294513093028
201903,620-660,0.15997470075115097
201903,660-700,0.151051561778291
201903,700-740,0.14133839388145317
201903,740+,0.09688094631483167
201903,<540,0.20867043006866642
201904,540-580,0.18567154734991206
201904,580-620,0.17231502750929367
201904,620-660,0.15651264426208153
201904,660-700,0.14254043001443
201904,700-740,0.13336074887023885
201904,740+,0.08880862040816326
201904,<540,0.20449118255521384
201905,540-580,0.1849724932333958
201905,580-620,0.1733099716739766
201905,620-660,0.15585215651037412
201905,660-700,0.14555915750915752
201905,700-740,0.1342840594059406
201905,740+,0.09799841889117042
201905,<540,0.20444581933726735
201906,540-580,0.18385009444203212
201906,580-620,0.1719722078167881
201906,620-660,0.15729876912729107
201906,660-700,0.14574889163576432
201906,700-740,0.13703702960840497
201906,740+,0.0966510101010101
201906,<540,0.20236887018114258
201907,540-580,0.1830893116775559
201907,580-620,0.17275488885103482
201907,620-660,0.16034791818038224
201907,660-700,0.14959661475713756
201907,700-740,0.13209896434634974
201907,740+,0.08885429245283019
201907,<540,0.19969402811986864
201908,540-580,0.18087401729255387
201908,580-620,0.1720553330915246
201908,620-660,0.16246511105687086
201908,660-700,0.15093328990228014
201908,700-740,0.1401226203208556
201908,740+,0.09698421906693712
201908,<540,0.19818156901688183
201909,540-580,0.17918702575672119
201909,580-620,0.16750672619996812
201909,620-660,0.15490226216990136
201909,660-700,0.14559579033579034
201909,700-740,0.1347644522968198
201909,740+,0.09140156084656086
201909,<540,0.19876732562154698
201910,540-580,0.17940734083093224
201910,580-620,0.1690050600454398
201910,620-660,0.1611882722943012
201910,660-700,0.15485568783068782
201910,700-740,0.14487777284826975
201910,740+,0.10745735649546828
201910,<540,0.19772427129467504
201911,540-580,0.1799749414026735
201911,580-620,0.16880666022544283
201911,620-660,0.16225413236481034
201911,660-700,0.1536218548733362
201911,700-740,0.1468987232142857
201911,740+,0.10677411849710984
201911,<540,0.19852950814984274
201912,540-580,0.17845027326602284
201912,580-620,0.16689720925784238
201912,620-660,0.1546849087766468
201912,660-700,0.1371439108685766
201912,700-740,0.11314667508417509
201912,740+,0.0556311653718091
201912,<540,0.19892020547192615
202001,540-580,0.1816060256916996
202001,580-620,0.16828271577989995
202001,620-660,0.1569149176882662
202001,660-700,0.1376218073822656
202001,700-740,0.12332595394736842
202001,740+,0.07030931659693165
202001,<540,0.20183107016856136
202002,540-580,0.18340096226966948
202002,580-620,0.1683269056061332
202002,620-660,0.1582809471883686
202002,660-700,0.1453388734567901
202002,700-740,0.13187798611111112
